2025-02-24 18:06:57,803 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:83:24:6C:39:3C
2025-02-24 18:07:03,805 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 18:07:08,282 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 18:09:25,732 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:83:24:6C:39:3C
2025-02-24 18:45:21,016 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 18:45:25,897 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 18:48:56,702 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:83:24:6C:39:3C
2025-02-24 18:51:24,639 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 18:51:29,050 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 18:59:43,145 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-24 19:01:24,896 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-24 19:01:24,996 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-02-24 19:01:24,997 | MainThread   | [WARNING ] | exit_handler        |: Event loop stopped before Future completed.
2025-02-24 19:01:25,210 | MainThread   | [WARNING ] | __del__             |: Could not delete BaseBLEController instance before exiting
2025-02-24 19:01:32,173 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=2, releaselevel='final', serial=0)
2025-02-24 19:01:32,173 | MainThread   | [DEBUG   ] | __init__            |: System Info: Windows-11-10.0.22631-SP0
2025-02-24 19:01:32,174 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 19:01:36,361 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 19:03:07,803 | MainThread   | [INFO    ] | _connect            |: Already connected to a BLE device
2025-02-24 19:03:23,646 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-24 19:03:23,742 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-02-24 19:03:23,743 | MainThread   | [WARNING ] | exit_handler        |: Event loop stopped before Future completed.
2025-02-24 19:03:23,914 | MainThread   | [WARNING ] | __del__             |: Could not delete BaseBLEController instance before exiting
2025-02-24 19:03:42,736 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=2, releaselevel='final', serial=0)
2025-02-24 19:03:42,737 | MainThread   | [DEBUG   ] | __init__            |: System Info: Windows-11-10.0.22631-SP0
2025-02-24 19:03:42,737 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 19:03:47,155 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 19:15:48,462 | MainThread   | [INFO    ] | disconnect_handler  |: Disconnected from C0:83:24:6C:39:3C
2025-02-24 19:15:48,468 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-24 19:15:48,469 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-02-24 19:15:48,470 | MainThread   | [WARNING ] | exit_handler        |: Not connected to a BLE device
2025-02-24 19:15:48,663 | MainThread   | [WARNING ] | __del__             |: Could not delete BaseBLEController instance before exiting
2025-02-24 19:15:54,639 | MainThread   | [DEBUG   ] | __init__            |: Python Info: sys.version_info(major=3, minor=13, micro=2, releaselevel='final', serial=0)
2025-02-24 19:15:54,639 | MainThread   | [DEBUG   ] | __init__            |: System Info: Windows-11-10.0.22631-SP0
2025-02-24 19:15:54,639 | MainThread   | [INFO    ] | _connect            |: Looking for Artemis Nano Peripheral Device: c0:83:24:6c:39:3c
2025-02-24 19:15:59,274 | MainThread   | [INFO    ] | _connect            |: Connected to c0:83:24:6c:39:3c
2025-02-24 19:18:31,278 | MainThread   | [INFO    ] | exit_handler        |: Exiting...
2025-02-24 19:18:31,384 | MainThread   | [WARNING ] | exit_handler        |: Could not disconnect before exiting
2025-02-24 19:18:31,386 | MainThread   | [WARNING ] | exit_handler        |: Event loop stopped before Future completed.
2025-02-24 19:18:31,593 | MainThread   | [WARNING ] | __del__             |: Could not delete BaseBLEController instance before exiting
